LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
8.870708ms,115.75µs,437.166µs,7.474958ms,106.709µs,[1]
8.469708ms,121.708µs,430.291µs,7.070374ms,103.249µs,[1]
8.389208ms,114.583µs,438.458µs,7.044417ms,102.248µs,[1]
8.464625ms,114.416µs,434.666µs,7.117377ms,115.165µs,[1]
8.423167ms,114.542µs,429.166µs,7.050583ms,102.419µs,[1]
8.439042ms,115.416µs,428.042µs,7.0315ms,101.583µs,[1]
8.430417ms,114.209µs,439.542µs,7.07754ms,103.668µs,[1]
8.4755ms,115.542µs,427.292µs,7.078584ms,102.541µs,[1]
8.470833ms,113.917µs,437.792µs,7.078417ms,103.042µs,[1]
8.4215ms,114.75µs,429.375µs,7.064167ms,101.914µs,[1]
8.479708ms,114.291µs,430.584µs,7.097957ms,102.123µs,[1]
8.42325ms,114.375µs,426.667µs,7.027375ms,102.043µs,[1]
8.586166ms,114.416µs,435.167µs,7.237542ms,107.459µs,[1]
8.470334ms,114.75µs,427.5µs,7.054249ms,102.292µs,[1]
8.428959ms,114.333µs,427.792µs,7.075918ms,101.833µs,[1]
8.372083ms,114.959µs,430.084µs,7.034042ms,101.001µs,[1]
8.5545ms,114.75µs,426.667µs,7.201999ms,109.081µs,[1]
8.484ms,114.208µs,448.125µs,7.110375ms,101.375µs,[1]
8.450084ms,114.042µs,425.625µs,7.12196ms,103.084µs,[1]
8.411834ms,114.708µs,426.875µs,7.07425ms,102.497µs,[1]
8.48775ms,114.125µs,425.5µs,7.166082ms,102.332µs,[1]
8.480458ms,113.875µs,427.291µs,7.115875ms,109.083µs,[1]
8.365208ms,114.333µs,428.292µs,7.019041ms,101.958µs,[1]
8.463167ms,114.084µs,439.208µs,7.101542ms,101.333µs,[1]
8.33275ms,113.917µs,425µs,7.013584ms,102.085µs,[1]
8.5925ms,114.333µs,436.125µs,7.235377ms,106.083µs,[1]
8.480833ms,114.125µs,427.709µs,7.144166ms,102.873µs,[1]
8.344541ms,114.25µs,425µs,7.01575ms,100.082µs,[1]
8.483833ms,114.167µs,431.208µs,7.152707ms,102.75µs,[1]
8.35525ms,114.708µs,428.916µs,7.025917ms,101.208µs,[1]
9.533542ms,119.291µs,428.167µs,7.836624ms,131.208µs,[1]
8.467375ms,120.958µs,435.209µs,7.034042ms,102.916µs,[1]
8.554ms,116.333µs,466.5µs,7.115418ms,104.582µs,[1]
8.44825ms,114.417µs,429.667µs,7.114293ms,103.292µs,[1]
8.7955ms,118.333µs,425.916µs,7.349626ms,107.083µs,[1]
9.095709ms,116µs,437.208µs,7.635499ms,110.084µs,[1]
8.687958ms,116.5µs,431.917µs,7.059665ms,102.915µs,[1]
8.542458ms,115.25µs,434.958µs,7.093459ms,117.291µs,[1]
8.363ms,114.167µs,425.375µs,7.023582ms,102.165µs,[1]
8.549833ms,114.5µs,439.25µs,7.15775ms,111.416µs,[1]
8.380583ms,115.583µs,427.541µs,7.023458ms,102.499µs,[1]
9.151375ms,115.417µs,427.334µs,7.043085ms,100.791µs,[1]
8.423417ms,116.083µs,430.334µs,7.029292ms,102.167µs,[1]
8.536708ms,114.125µs,436.583µs,7.146876ms,107.331µs,[1]
8.381667ms,114.542µs,427.959µs,7.037873ms,101.833µs,[1]
8.498458ms,114.417µs,426.291µs,7.147083ms,115.082µs,[1]
8.46775ms,115.709µs,428.292µs,7.05304ms,103.043µs,[1]
8.899625ms,115.5µs,428.083µs,7.472293ms,143.71µs,[1]
8.635792ms,115.875µs,428.292µs,7.263335ms,103.292µs,[1]
8.407958ms,115.958µs,432.875µs,7.026626ms,102.709µs,[1]
8.412917ms,115.208µs,429.208µs,7.039709ms,114.792µs,[1]
8.499459ms,114.375µs,450.125µs,7.122503ms,102.501µs,[1]
8.697958ms,116.792µs,428.375µs,7.321292ms,105.502µs,[1]
8.9225ms,116.792µs,570.458µs,7.187332ms,105.625µs,[1]
8.469417ms,120µs,444.833µs,7.08475ms,103.709µs,[1]
8.490208ms,114.667µs,444.625µs,7.11575ms,117.331µs,[1]
8.503042ms,114.584µs,444.583µs,7.096625ms,108.125µs,[1]
8.471583ms,115µs,426.666µs,7.066001ms,102.586µs,[1]
8.437542ms,114.541µs,428.708µs,7.079169ms,100.499µs,[1]
8.682542ms,115.791µs,426.791µs,7.219875ms,106.21µs,[1]
8.770833ms,116.958µs,429.834µs,7.355792ms,132.666µs,[1]
8.713625ms,115.666µs,434.334µs,7.323416ms,103.874µs,[1]
8.431625ms,115.625µs,431.292µs,7.074083ms,101.5µs,[1]
9.155667ms,115.458µs,1.166208ms,7.065458ms,104.29µs,[1]
8.492291ms,114.333µs,431.208µs,7.143792ms,103.543µs,[1]
8.521792ms,114.125µs,427.834µs,7.16454ms,109.623µs,[1]
8.383042ms,114.375µs,425.291µs,7.042584ms,101.376µs,[1]
8.4195ms,114.042µs,427.417µs,7.076002ms,106.041µs,[1]
8.382167ms,115.208µs,431.375µs,7.023542ms,101.207µs,[1]
8.547166ms,114.292µs,440.084µs,7.146458ms,103.421µs,[1]
9.036792ms,115.208µs,428.084µs,7.689209ms,101.666µs,[1]
8.503834ms,114.041µs,440.166µs,7.118377ms,101.876µs,[1]
8.350542ms,114.042µs,427.459µs,7.026791ms,102.25µs,[1]
8.568625ms,113.958µs,431.958µs,7.240916ms,102.334µs,[1]
8.544667ms,113.917µs,427.834µs,7.176542ms,116.041µs,[1]
8.362791ms,114.209µs,429.25µs,7.014666ms,101.374µs,[1]
8.542ms,115.125µs,425µs,7.168043ms,109.916µs,[1]
8.920791ms,115.625µs,427.625µs,7.574875ms,102.501µs,[1]
8.434875ms,126.292µs,440.167µs,7.082832ms,101.167µs,[1]
8.360333ms,114.583µs,428µs,7.028793ms,101.832µs,[1]
8.498542ms,114.167µs,444.541µs,7.130539ms,102.042µs,[1]
8.471542ms,114.167µs,439.042µs,7.138086ms,102.959µs,[1]
8.441167ms,114.458µs,426.834µs,7.073958ms,101.71µs,[1]
8.445292ms,114.416µs,429.25µs,7.090999ms,102.457µs,[1]
8.95625ms,116.25µs,440.709µs,7.598793ms,103.125µs,[1]
8.552458ms,114.542µs,428.208µs,7.208001ms,122.458µs,[1]
8.522084ms,114.208µs,447.875µs,7.114916ms,112.749µs,[1]
8.3545ms,114.083µs,427.667µs,7.014833ms,101.833µs,[1]
8.510333ms,114.167µs,426µs,7.150584ms,101.749µs,[1]
8.361209ms,114.375µs,426.333µs,7.023959ms,100.876µs,[1]
8.648333ms,114.375µs,431.333µs,7.30075ms,102.166µs,[1]
8.908375ms,116.708µs,888µs,7.080291ms,103.914µs,[1]
8.443625ms,114.292µs,426µs,7.082332ms,102.875µs,[1]
8.374958ms,114.459µs,429.292µs,7.024999ms,100.667µs,[1]
8.57575ms,113.958µs,430.417µs,7.235293ms,102.54µs,[1]
8.444416ms,114.667µs,426.708µs,7.015085ms,101.416µs,[1]
8.412666ms,114.041µs,423.959µs,7.096001ms,100.543µs,[1]
8.429709ms,114.959µs,427.167µs,7.021834ms,113.166µs,[1]
8.974625ms,114.625µs,976.916µs,7.087125ms,102.665µs,[1]
8.47525ms,115.25µs,432.042µs,7.018877ms,101.874µs,[1]
8.942209ms,115.916µs,431.208µs,7.568293ms,106.208µs,[1]
8.420625ms,114µs,440.416µs,7.081834ms,101.79µs,[1]
8.544458ms,114.209µs,431.75µs,7.200958ms,103.622µs,[1]
8.528583ms,114.541µs,424.667µs,7.153416ms,107.248µs,[1]
8.396ms,115.75µs,434.875µs,7.0225ms,100.834µs,[1]
8.900833ms,114.792µs,430.209µs,7.541208ms,102.584µs,[1]
8.481541ms,114.584µs,431.333µs,7.019543ms,102.25µs,[1]
8.533209ms,114.334µs,427.042µs,7.19021ms,100.709µs,[1]
8.42025ms,114.084µs,428.958µs,7.030125ms,102.581µs,[1]
8.513584ms,114.083µs,435.875µs,7.127501ms,101.333µs,[1]
8.409584ms,126.375µs,425µs,7.029542ms,101.294µs,[1]
8.475333ms,114.375µs,426µs,7.112043ms,102.75µs,[1]
8.802542ms,114.583µs,427.25µs,7.408542ms,102.165µs,[1]
8.443959ms,114.084µs,426.042µs,7.083414ms,111.875µs,[1]
8.392083ms,114.292µs,426.25µs,7.06129ms,101.666µs,[1]
8.354583ms,114.083µs,425.416µs,7.035208ms,101.833µs,[1]
8.380917ms,115.5µs,424.958µs,7.035125ms,101.46µs,[1]
8.390292ms,114.167µs,427.208µs,7.066125ms,103.167µs,[1]
8.44875ms,114.625µs,425.042µs,7.031543ms,102.247µs,[1]
9.1715ms,114.916µs,424.792µs,7.8435ms,102.709µs,[1]
8.441083ms,114.375µs,428.083µs,7.06575ms,100.834µs,[1]
8.39275ms,114.375µs,425.209µs,7.063584ms,102.166µs,[1]
8.441292ms,114.75µs,427.542µs,7.069958ms,101.501µs,[1]
8.492166ms,114.291µs,437.208µs,7.159165ms,102.749µs,[1]
8.443667ms,113.917µs,424.542µs,7.064209ms,102.292µs,[1]
8.440958ms,114.333µs,425.792µs,7.109375ms,101.915µs,[1]
9.014791ms,114.5µs,439.541µs,7.070625ms,101.708µs,[1]
8.509458ms,113.958µs,428.125µs,7.183876ms,102.583µs,[1]
8.490333ms,114.167µs,427.417µs,7.123251ms,102.334µs,[1]
8.346458ms,114.5µs,427.084µs,7.025335ms,101.75µs,[1]
8.427416ms,115.292µs,447.291µs,7.034208ms,101.834µs,[1]
8.561ms,115.667µs,458µs,7.162084ms,105.667µs,[1]
8.671042ms,115.959µs,428.875µs,7.27875ms,104.666µs,[1]
8.572666ms,114.667µs,428.542µs,7.203959ms,102.75µs,[1]
8.359541ms,114.5µs,424.5µs,7.020457ms,100.792µs,[1]
8.501792ms,114.833µs,427.417µs,7.124125ms,112.666µs,[1]
8.418708ms,115.542µs,429.542µs,7.053585ms,101.042µs,[1]
8.472834ms,114.167µs,443.333µs,7.099293ms,108.916µs,[1]
8.338709ms,114.541µs,426.667µs,7.014417ms,104.083µs,[1]
8.455708ms,114.125µs,441.333µs,7.087332ms,103.666µs,[1]
8.366ms,114.583µs,426.125µs,7.026499ms,102.459µs,[1]
8.334167ms,114.25µs,426.25µs,7.011002ms,102.999µs,[1]
9.115334ms,115.834µs,430.542µs,7.675542ms,136.29µs,[1]
8.560917ms,115.583µs,429.292µs,7.175624ms,103.707µs,[1]
8.421791ms,114.458µs,430.417µs,7.048252ms,101.79µs,[1]
8.515542ms,114.417µs,437.583µs,7.125499ms,101.043µs,[1]
8.4835ms,118.917µs,430.584µs,7.089626ms,102.916µs,[1]
8.449875ms,114.167µs,429.75µs,7.080834ms,101.249µs,[1]
8.442208ms,115.667µs,428.791µs,7.084583ms,102.918µs,[1]
8.529417ms,114.333µs,452.5µs,7.168043ms,106.831µs,[1]
8.418667ms,114.958µs,427.917µs,7.064001ms,100.959µs,[1]
8.328ms,114.125µs,425.458µs,7.00579ms,102.626µs,[1]
10.17275ms,116.834µs,430.541µs,8.690334ms,118.875µs,[1]
8.457166ms,116.625µs,432.5µs,7.078417ms,102.793µs,[1]
8.543333ms,115.375µs,435.709µs,7.13625ms,121.999µs,[1]
8.492625ms,120.417µs,429.333µs,7.08746ms,103.792µs,[1]
8.480167ms,114.125µs,425.375µs,7.153417ms,101.415µs,[1]
8.484834ms,114.542µs,430.833µs,7.087667ms,102.918µs,[1]
8.544834ms,117.041µs,431.292µs,7.181707ms,101.083µs,[1]
8.42625ms,114.292µs,427.292µs,7.044207ms,101.749µs,[1]
8.418167ms,114.5µs,427.25µs,7.087625ms,103.459µs,[1]
8.3565ms,114.208µs,438.375µs,7.020419ms,101.207µs,[1]
8.514125ms,115.333µs,439.208µs,7.152583ms,102.125µs,[1]
8.459083ms,120.083µs,428.667µs,7.09946ms,103.248µs,[1]
8.352625ms,114.667µs,426.792µs,7.025415ms,102.084µs,[1]
8.522417ms,114.333µs,458µs,7.102875ms,102.252µs,[1]
8.376125ms,114.292µs,433.625µs,7.039417ms,101.208µs,[1]
8.475083ms,114.542µs,427.542µs,7.083625ms,103.043µs,[1]
8.587292ms,218.417µs,424.25µs,7.125375ms,103.291µs,[1]
8.416792ms,114.083µs,444.083µs,7.071458ms,107.332µs,[1]
8.578667ms,114.083µs,452.667µs,7.226415ms,103.083µs,[1]
8.513291ms,114.125µs,445.25µs,7.14325ms,102.624µs,[1]
8.362ms,114.417µs,428.667µs,7.027042ms,102.499µs,[1]
8.74375ms,115.75µs,432.208µs,7.313167ms,106.792µs,[1]
8.46825ms,115.833µs,432.791µs,7.077542ms,103.457µs,[1]
8.534042ms,114.958µs,447.333µs,7.149542ms,102.626µs,[1]
8.63725ms,114.584µs,447.75µs,7.212916ms,102.709µs,[1]
8.352417ms,114.292µs,430.583µs,7.02171ms,102.75µs,[1]
8.500792ms,114.25µs,430.75µs,7.094042ms,102.71µs,[1]
8.475333ms,114.125µs,432.709µs,7.13925ms,101.292µs,[1]
8.429375ms,114.333µs,426.208µs,7.10496ms,103.957µs,[1]
8.385625ms,115µs,426.25µs,7.033625ms,101.085µs,[1]
8.433ms,114.917µs,445.709µs,7.072665ms,102µs,[1]
8.54725ms,114.291µs,428.25µs,7.214459ms,102.249µs,[1]
8.598083ms,114.417µs,436µs,7.217833ms,108.5µs,[1]
8.352458ms,114.75µs,427µs,7.024419ms,101.625µs,[1]
8.4785ms,113.959µs,434.5µs,7.118916ms,103.25µs,[1]
8.428042ms,114.083µs,423.708µs,7.114165ms,101.413µs,[1]
8.434584ms,114.125µs,426.417µs,7.073126ms,101.5µs,[1]
8.46675ms,114.208µs,427.917µs,7.091334ms,101.292µs,[1]
8.386333ms,114.292µs,438.083µs,7.031917ms,109.793µs,[1]
8.563416ms,114.125µs,464.458µs,7.180251ms,111.249µs,[1]
8.542042ms,114.083µs,436.125µs,7.159376ms,102.501µs,[1]
8.400834ms,114.083µs,428.375µs,7.026124ms,101.999µs,[1]
8.441167ms,113.791µs,427.167µs,7.094334ms,101.54µs,[1]
8.414958ms,114.208µs,427.417µs,7.020709ms,101.168µs,[1]
8.5085ms,114µs,425.917µs,7.155709ms,100.749µs,[1]
8.482708ms,114.125µs,428.583µs,7.088624ms,102.085µs,[1]
8.481917ms,114.042µs,429.917µs,7.152249ms,102.627µs,[1]
8.3935ms,137.833µs,435.333µs,7.056377ms,101.458µs,[1]
8.73325ms,116.333µs,433.625µs,7.346544ms,103.625µs,[1]
8.75725ms,116.416µs,432.083µs,7.354999ms,103.373µs,[1]
8.507958ms,115.125µs,430.709µs,7.091501ms,102.875µs,[1]
9.132708ms,114.959µs,434.25µs,7.031917ms,107.499µs,[1]
8.426041ms,116.125µs,446.042µs,7.037667ms,102.75µs,[1]
8.540583ms,114.75µs,443.417µs,7.108417ms,103.126µs,[1]
8.481834ms,115.542µs,429.709µs,7.060584ms,102.043µs,[1]
8.4375ms,114.541µs,426.584µs,7.069917ms,100.542µs,[1]
8.429167ms,114.208µs,428µs,7.052207ms,103.793µs,[1]
8.547291ms,114.416µs,426.25µs,7.190291ms,101.584µs,[1]
9.5815ms,115.125µs,426.958µs,7.034168ms,101.706µs,[1]
8.458334ms,114.083µs,428.625µs,7.091041ms,101.54µs,[1]
8.424209ms,114.334µs,435.5µs,7.079291ms,103.459µs,[1]
8.42475ms,114.167µs,426.916µs,7.100374ms,101.042µs,[1]
8.451791ms,114.166µs,426.666µs,7.094878ms,106.084µs,[1]
8.365708ms,114.583µs,429.041µs,7.021458ms,101.837µs,[1]
8.509041ms,114.5µs,428.792µs,7.144417ms,109.002µs,[1]
9.951417ms,117.5µs,424µs,7.025417ms,101.666µs,[1]
8.37175ms,113.917µs,429.958µs,7.037707ms,103.126µs,[1]
8.626667ms,115.125µs,428.875µs,7.164418ms,104.626µs,[1]
8.506958ms,115.625µs,448.459µs,7.126958ms,103.335µs,[1]
8.762292ms,115.959µs,450.875µs,7.327833ms,113.585µs,[1]
8.44ms,114.833µs,428.667µs,7.09725ms,101.917µs,[1]
8.457875ms,114.459µs,428.75µs,7.125206ms,102.419µs,[1]
9.174959ms,115.958µs,428.958µs,7.113543ms,103.042µs,[1]
8.443125ms,114.917µs,429.958µs,7.0915ms,103.292µs,[1]
8.488166ms,114.666µs,434.292µs,7.133292ms,108.209µs,[1]
8.463583ms,114.375µs,427.625µs,7.085709ms,100.957µs,[1]
8.550958ms,114.042µs,428.209µs,7.202708ms,101.332µs,[1]
8.356417ms,114.125µs,432.25µs,7.030542ms,101.791µs,[1]
8.4555ms,114.708µs,428.584µs,7.126375ms,102.875µs,[1]
8.44625ms,114.083µs,427.25µs,7.119542ms,101.46µs,[1]
8.574542ms,116.792µs,429.459µs,7.135749ms,104.081µs,[1]
8.483917ms,115.792µs,444.417µs,7.105998ms,105.208µs,[1]
8.620542ms,116.291µs,431.125µs,7.205834ms,103.457µs,[1]
8.599834ms,114.542µs,441.5µs,7.207335ms,102.541µs,[1]
8.449334ms,114.625µs,429.083µs,7.104503ms,105.128µs,[1]
8.3975ms,115.667µs,431.542µs,7.044709ms,101.207µs,[1]
8.646ms,229.375µs,429.584µs,7.084123ms,102.708µs,[1]
8.457292ms,114.875µs,428µs,7.112708ms,107.543µs,[1]
8.45275ms,114.584µs,426.875µs,7.083999ms,104.374µs,[1]
8.532958ms,114.25µs,426.541µs,7.197123ms,101.664µs,[1]
8.383166ms,114.167µs,437.916µs,7.043915ms,100.665µs,[1]
8.4375ms,114.375µs,427.791µs,7.102043ms,103.042µs,[1]
8.525667ms,114.125µs,439.584µs,7.144584ms,109.001µs,[1]
8.373291ms,114.917µs,425.209µs,7.021917ms,101.624µs,[1]
8.420416ms,115.667µs,427.791µs,7.049667ms,103.25µs,[1]
8.502833ms,115.708µs,451.292µs,7.103127ms,104.664µs,[1]
8.647625ms,115.958µs,439.75µs,7.209377ms,104.583µs,[1]
8.575833ms,114.584µs,454.042µs,7.181332ms,103.376µs,[1]
8.366416ms,114.792µs,430.375µs,7.026124ms,101.624µs,[1]
8.603542ms,121µs,433.709µs,7.217876ms,106.834µs,[1]
9.379ms,115.459µs,432µs,7.09725ms,122.498µs,[1]
8.709792ms,115.917µs,425.417µs,7.347791ms,104.581µs,[1]
8.877416ms,115.75µs,435.416µs,7.228709ms,104.584µs,[1]
9.701083ms,127.5µs,430µs,8.135501ms,119.834µs,[1]
8.5095ms,115.792µs,443.75µs,7.089375ms,101.959µs,[1]
8.379792ms,114.708µs,466.417µs,7.013332ms,103.499µs,[1]
8.579959ms,114.25µs,436.209µs,7.183293ms,101.791µs,[1]
8.681125ms,225.375µs,425.625µs,7.009292ms,100.376µs,[1]
8.473083ms,114.125µs,440.334µs,7.069332ms,111.543µs,[1]
8.356459ms,115.375µs,427.792µs,7.01575ms,102.876µs,[1]
8.539084ms,114.417µs,457.917µs,7.113749ms,118.206µs,[1]
8.356334ms,114.042µs,429.667µs,7.01975ms,102.25µs,[1]
8.42875ms,115.125µs,427.292µs,7.056792ms,102.582µs,[1]
8.369ms,117.083µs,426.958µs,7.025335ms,103.417µs,[1]
9.168ms,114.417µs,424.792µs,7.158877ms,100.625µs,[1]
8.432625ms,114.5µs,428.75µs,7.057625ms,102.374µs,[1]
8.481208ms,114.125µs,427.292µs,7.121248ms,101.248µs,[1]
8.378834ms,114.458µs,426.208µs,7.051167ms,102.167µs,[1]
8.359459ms,114.833µs,427.75µs,7.01125ms,101.541µs,[1]
8.932084ms,115.75µs,487.25µs,7.51096ms,106.751µs,[1]
8.596667ms,115.75µs,430.042µs,7.234499ms,105.417µs,[1]
8.448708ms,114.542µs,425.083µs,7.081375ms,101.75µs,[1]
8.481042ms,114.5µs,429.625µs,7.135751ms,103.04µs,[1]
8.476417ms,114.666µs,425.917µs,7.083208ms,101.542µs,[1]
8.636292ms,116.417µs,431.416µs,7.127792ms,103.461µs,[1]
8.619417ms,122.75µs,433.625µs,7.224249ms,105.501µs,[1]
8.455084ms,115.584µs,433.042µs,7.107125ms,103.502µs,[1]
8.502208ms,123.208µs,432.042µs,7.104752ms,104µs,[1]
8.420792ms,114.584µs,426.834µs,7.057917ms,102.458µs,[1]
8.412208ms,115.166µs,439.583µs,7.032374ms,103.459µs,[1]
8.4955ms,115.208µs,426.75µs,7.065416ms,103.541µs,[1]
8.511375ms,114.042µs,446.583µs,7.124002ms,100.958µs,[1]
8.415292ms,114.584µs,428.417µs,7.031085ms,103.207µs,[1]
8.367417ms,116.292µs,426.458µs,7.010333ms,102µs,[1]
8.657166ms,115.708µs,428.709µs,7.299125ms,104.667µs,[1]
9.227541ms,115.834µs,428.5µs,7.79575ms,107.334µs,[1]
8.533291ms,114.958µs,427.583µs,7.129001ms,104.874µs,[1]
8.729625ms,118.083µs,432.208µs,7.329709ms,106.498µs,[1]
8.834709ms,161.75µs,434.208µs,7.440292ms,107.916µs,[1]
9.310334ms,123.833µs,433.208µs,7.911876ms,106.206µs,[1]
8.411166ms,116µs,431.667µs,7.031997ms,113.166µs,[1]
8.536125ms,125.583µs,426.958µs,7.11579ms,107.667µs,[1]
8.435ms,115.958µs,425.792µs,7.046042ms,102.5µs,[1]
8.419958ms,114.792µs,447.208µs,7.049958ms,110.252µs,[1]
8.45075ms,115.458µs,430.708µs,7.044083ms,102.166µs,[1]
8.546167ms,114.459µs,450.709µs,7.154415ms,106.164µs,[1]
8.447208ms,114.875µs,428.458µs,7.053292ms,101.168µs,[1]
8.415875ms,114.958µs,427.375µs,7.020205ms,102.459µs,[1]
8.416833ms,114.708µs,436.416µs,7.037167ms,102.375µs,[1]
8.521042ms,114.292µs,425.084µs,7.160625ms,101.752µs,[1]
8.425959ms,114.709µs,427.791µs,7.065625ms,103.168µs,[1]
8.448792ms,114.291µs,425.625µs,7.116371ms,100.96µs,[1]
8.426959ms,114.542µs,426.834µs,7.070709ms,101.833µs,[1]
8.500166ms,114µs,439.709µs,7.123294ms,108.376µs,[1]
8.403208ms,113.958µs,425.958µs,7.060418ms,102.584µs,[1]
8.41675ms,114.167µs,425.625µs,7.085997ms,100.5µs,[1]
8.420208ms,114.208µs,428µs,7.060794ms,101.544µs,[1]
8.450792ms,114.125µs,439.5µs,7.104582ms,101.96µs,[1]
8.405458ms,114.084µs,426.916µs,7.047126ms,103.085µs,[1]
8.471834ms,114.417µs,426.959µs,7.136753ms,100.627µs,[1]
8.4075ms,114.291µs,426.417µs,7.071834ms,110.295µs,[1]
8.511583ms,114.417µs,439.542µs,7.188584ms,101.751µs,[1]
8.456417ms,114.083µs,424.208µs,7.117292ms,102.582µs,[1]
8.361917ms,114.5µs,425.792µs,7.025331ms,101.665µs,[1]
8.43875ms,114.166µs,428µs,7.085041ms,106.418µs,[1]
8.355ms,114.375µs,426µs,7.024707ms,103.168µs,[1]
8.39125ms,115.375µs,428.625µs,7.019124ms,101.376µs,[1]
9.059541ms,117µs,429.333µs,7.666376ms,109.999µs,[1]
8.955708ms,142µs,429.292µs,7.302793ms,104.959µs,[1]
8.664625ms,121.209µs,433.5µs,7.249624ms,104.085µs,[1]
8.472875ms,114.917µs,427.791µs,7.122542ms,101.085µs,[1]
8.519916ms,114.75µs,428.709µs,7.165876ms,103.374µs,[1]
8.476792ms,115.333µs,432.083µs,7.083668ms,102.585µs,[1]
8.408333ms,114.833µs,441.959µs,7.041707ms,121.125µs,[1]
8.502833ms,114.166µs,440.584µs,7.149041ms,104.417µs,[1]
8.466833ms,121.584µs,425.625µs,7.119166ms,101.664µs,[1]
8.334334ms,114.375µs,428.042µs,7.012083ms,102.166µs,[1]
8.47725ms,113.833µs,431.833µs,7.122461ms,101.25µs,[1]
8.455583ms,115.083µs,451.25µs,7.095875ms,105.249µs,[1]
8.540083ms,114.292µs,426.833µs,7.16921ms,102.708µs,[1]
8.6075ms,114.5µs,430.583µs,7.222459ms,106.833µs,[1]
8.345792ms,114.5µs,425.959µs,7.017668ms,101.833µs,[1]
8.647542ms,116.042µs,429.125µs,7.235083ms,103.625µs,[1]
8.83425ms,121.125µs,561µs,7.321209ms,104.334µs,[1]
8.665292ms,116.125µs,486.25µs,7.1755ms,103.375µs,[1]
9.009167ms,115µs,866.75µs,7.171752ms,108.248µs,[1]
8.403709ms,114.917µs,428.459µs,7.052792ms,102.377µs,[1]
8.539208ms,114.75µs,426.292µs,7.175041ms,108.25µs,[1]
8.481916ms,113.917µs,429.875µs,7.12354ms,101.165µs,[1]
8.385667ms,114.958µs,428.041µs,7.04725ms,101.541µs,[1]
8.432083ms,114.833µs,424.375µs,7.063459ms,102.71µs,[1]
8.373666ms,114.458µs,428.917µs,7.03375ms,102.167µs,[1]
8.514667ms,114.25µs,447.834µs,7.131044ms,101.876µs,[1]
8.409334ms,114.625µs,428µs,7.056917ms,102.876µs,[1]
8.434083ms,114.334µs,441.958µs,7.059166ms,102.877µs,[1]
8.455833ms,114.25µs,426.792µs,7.036543ms,103.002µs,[1]
8.493166ms,114.083µs,429.041µs,7.147623ms,102.168µs,[1]
8.41525ms,114.459µs,428.958µs,7.02383ms,103.044µs,[1]
8.458ms,114µs,431.75µs,7.088958ms,102.415µs,[1]
8.443792ms,115.083µs,431.334µs,7.059875ms,103.334µs,[1]
8.507666ms,114.292µs,433.959µs,7.14975ms,105.833µs,[1]
8.479625ms,114.375µs,426.542µs,7.051751ms,101.375µs,[1]
8.456333ms,114.042µs,435.666µs,7.096833ms,102.5µs,[1]
8.37325ms,114.167µs,423.25µs,7.049207ms,102.959µs,[1]
8.5085ms,114.125µs,429.417µs,7.166208ms,101.417µs,[1]
8.428417ms,114.25µs,428.291µs,7.074084ms,103.042µs,[1]
8.361416ms,115.125µs,429.834µs,7.023333ms,103µs,[1]
8.530542ms,114.459µs,456.542µs,7.140834ms,103.5µs,[1]
8.354833ms,114.666µs,427.667µs,7.016169ms,102.125µs,[1]
8.511792ms,113.791µs,432.917µs,7.155544ms,111.46µs,[1]
8.339917ms,114.333µs,426.458µs,7.012916ms,103.335µs,[1]
8.501333ms,114.167µs,437.583µs,7.141207ms,106.166µs,[1]
8.488292ms,114.125µs,425.833µs,7.146874ms,105.166µs,[1]
8.5125ms,114.416µs,429.792µs,7.082374ms,102.002µs,[1]
8.482667ms,113.958µs,429µs,7.136999ms,102.335µs,[1]
8.369833ms,114.167µs,425.541µs,7.042375ms,102.167µs,[1]
8.478875ms,114.458µs,428.334µs,7.145793ms,101.334µs,[1]
8.500541ms,114.375µs,430.334µs,7.112541ms,104.749µs,[1]
8.338417ms,114.417µs,426.667µs,7.016831ms,100.916µs,[1]
8.455917ms,114.292µs,429µs,7.089332ms,102.042µs,[1]
8.3315ms,114.708µs,427.667µs,7.006458ms,101.751µs,[1]
8.903583ms,116.083µs,428.291µs,7.401041ms,106.917µs,[1]
8.598125ms,116.375µs,438.084µs,7.186126ms,136.543µs,[1]
8.449583ms,115.583µs,430.583µs,7.028792ms,103.042µs,[1]
8.437584ms,114.542µs,428.541µs,7.069208ms,119.917µs,[1]
8.36675ms,115.583µs,430.083µs,7.037126ms,103.333µs,[1]
8.684875ms,114.416µs,448.833µs,7.312416ms,100.916µs,[1]
8.356208ms,114.958µs,427.291µs,7.014709ms,101.749µs,[1]
8.459583ms,114.958µs,439.666µs,7.076541ms,102.833µs,[1]
8.479209ms,114.625µs,430.792µs,7.113959ms,107.294µs,[1]
8.454625ms,113.958µs,432.042µs,7.096919ms,102.165µs,[1]
8.467542ms,114.209µs,424.042µs,7.12596ms,100.707µs,[1]
8.406292ms,114.375µs,428.833µs,7.073ms,106.293µs,[1]
8.548334ms,114.042µs,426.166µs,7.226126ms,101.251µs,[1]
8.484542ms,114.084µs,443.458µs,7.114959ms,100.916µs,[1]
8.40325ms,115.042µs,425.584µs,7.025917ms,102.084µs,[1]
8.527458ms,114.416µs,450.833µs,7.136582ms,102.708µs,[1]
8.396541ms,114.875µs,430.625µs,7.022874ms,100.956µs,[1]
